label,preprocessed,EventTime,People,Organisation,Location
877,Canada puts Tokyo Olympics women rugby berth hold loss,78 days 16:37:07.518526000,set(),set(),set()
878,stories Straits Times Monday,78 days 16:37:07.518526000,set(),"{Straits, Hells, Times, Angels}",set()
879,Larry Kudlow acknowledges consumers China pay tariffs imports,78 days 16:36:59.518526000,"{Kudlow, Larry}",{Trump},{China}
880,Nigerian Electricity Regulatory Commission review electricity tariffs,78 days 16:36:58.518526000,set(),"{Electricity, Commission, Nigerian, Regulatory}",set()
881,Pre order copy Pro Football Weekly Chicago Bears Preview,78 days 16:36:49.518526000,set(),"{Weekly, Football, Pro}","{Chicago, Britain, Yorkshire}"
882,Mental Health Awareness Week things men talk,78 days 16:36:27.518526000,set(),"{Booking, Direct, Yale, Summit}",set()
883,Stratford women dies Walmart hit run crash,78 days 16:35:37.518526000,set(),"{Stratford, Walmart}","{Park, Charles, Ridge}"
884,Man dubbed Gary Gatwick abandoned airport toilets baby tracks parents years later,78 days 16:35:21.518526000,"{Ramaphosa, Gary, Gatwick}",set(),set()
885,McCollum pulled LeBron James like block Michael Jordan esque jump shot heroic effort advance Blazers playoffs,78 days 16:34:58.518526000,"{Jordan, Ruben, Rossi, Blazers, De, McCollum, LeBron, Loftus}",set(),set()
886,War Horse director bring survival story Touching Void West End,78 days 16:34:58.518526000,set(),"{ANC, Museum, DA}",set()
887,ELDER Trump infrastructure plan versus Obama stimulus,78 days 16:34:43.518526000,"{Trump, Obama}",set(),set()
888,House fire reveals cannabis crop bedrooms Sydney home,78 days 16:33:37.518526000,set(),"{Warner, Leisure, Hotels}",set()
889,Dubai Resident Twitter Vent Ramadan Traffic Frustrations,78 days 16:33:28.518526000,set(),"{Bros, Dubai, Warner, Twitter}",set()
890,Coca Cola Eva Water Join Okpekpe Race Refreshment Partners,78 days 16:32:58.518526000,{Aladdin},"{Join, Water, Eva, Cola, Coca}",set()
891,Smaller portions discounts date food offered food waste revolution,78 days 16:32:30.518526000,set(),set(),set()
892,ST News Happens,78 days 16:31:58.518526000,set(),set(),set()
893,Government homelessness legislation failing support vulnerable young people finds report,78 days 16:31:44.518526000,set(),set(),{India}
894,Jeremy Corbyn betray party heritage ditches second vote,78 days 16:31:15.518526000,"{Sturgeon, Brexit, Party, Jeremy, Corbyn, Nicola}",set(),set()
895,Avengers Endgame stays Detective Pikachu debuts m North American box office,78 days 16:30:53.518526000,"{American, North, Pikachu, Endgame, Avengers}",set(),set()
896,Alex residents hope inquiry yield better living conditions,78 days 16:30:45.518526000,set(),{ADP},set()
897,Lorry driver caught holding credit card mobile phone drove,78 days 16:30:08.518526000,set(),set(),set()
898,Michelle Keegan stuns stripes new summer collection,78 days 16:30:04.518526000,"{Keegan, Michelle, Mediacorp, Chow, Lucy}",set(),set()
899,Poll watchers rumble voting hours got delayed hours Cotabato City,78 days 16:30:04.518526000,set(),set(),"{SA, Africa}"
900,FT Crossword Number,78 days 16:30:01.518526000,set(),set(),set()
901,Plague Tale Innocence story death survival lot rats,78 days 16:29:58.518526000,"{Innocence, Tale}",set(),set()
902,Jeremy Corbyn fresh pressure Tom Watson Keir Starmer demand second Brexit referendum,78 days 16:29:51.518526000,"{Starmer, Brexit, Fiat, Watson, Keir, Corbyn, Tom, Fifi, Jeremy}",set(),set()
903,Letters complacent MPs prepared political earthquake,78 days 16:29:19.518526000,"{Watson, Tom}",set(),set()
904,Sats better teachers predicting pupil GCSE Level results study finds,78 days 16:29:17.518526000,"{GCSE, Level}",set(),set()
905,Gag Vault,78 days 16:28:55.518526000,set(),set(),set()
906,Tom Watson says Labour leader John Smith want second Brexit referendum,78 days 16:28:25.518526000,"{Brexit, Pen, Le, Smith, John, Watson, Tom}",{Kremlin},set()
907,Details Downs trophy parade,78 days 16:27:58.518526000,set(),set(),set()
908,Crisis cohort financial crash generation feels effects recession,78 days 16:27:37.518526000,set(),set(),set()
909,Rundown core area industrial building gets short reprieve wrecking ball,78 days 16:27:12.518526000,set(),set(),set()
910,old enemies stumble armed clash,78 days 16:26:58.518526000,set(),set(),{Russia}
911,wounded Richmond shootings Sunday night,78 days 16:26:51.518526000,set(),set(),{Richmond}
912,Portland survives Game advances West Finals,78 days 16:26:44.518526000,{Chelsea},set(),set()
913,Pablo Sandoval breaks pink bat leads Giants Mother Day win,78 days 16:26:13.518526000,"{Pablo, Sanchez, Evra, Sandoval, Pogba}",set(),set()
914,Pilot arrested alleged triple murder passengers prepared board plane,78 days 16:25:24.518526000,set(),"{Airlines, American}",set()
915,Resurgent Tiger heads PGA Nicklaus record play,78 days 16:25:04.518526000,"{Woods, PGA, Bartel, Championship}","{Resurgent, Tiger}",set()
916,Tide turns Druridge Bay coal opponents,78 days 16:24:56.518526000,set(),set(),{Maine}
917,Rapsody Phylicia Feat Buddy,78 days 16:24:40.518526000,"{Rapsody, Phylicia, Wilfried, Zaha}",set(),set()
918,HM Sampoerna launch iQos smoking device Indonesia,78 days 16:24:04.518526000,"{Lamu, Chatterley}",set(),"{HM, China, Zimbabwe, Dubai, China, Zimbabwe}"
919,Casper quietly updated popular mattress new sleeping feels like,78 days 16:24:04.518526000,set(),"{Argos, Sun, Kitchen}",set()
920,Voters doubt power sharing talks work,78 days 16:23:07.518526000,set(),"{Worldwide, Drive, ACI, BMO}",set()
921,Charging asylum application fees latest way immigrants pay red tape,78 days 16:22:58.518526000,set(),set(),set()
922,Turkey Erdogan looks set grabbing Istanbul,78 days 16:22:58.518526000,set(),set(),"{Istanbul, Erdogan, Turkey, Istanbul}"
923,faces hurdles push build electric vehicle supply chain,78 days 16:22:58.518526000,set(),set(),set()
924,Times Daily Quiz Tuesday,78 days 16:22:47.518526000,set(),"{Times, Quiz, Daily}",set()
925,power trees,78 days 16:22:02.518526000,set(),set(),set()
926,plane crash teenage passenger says family lucky survived,78 days 16:21:59.518526000,set(),set(),set()
927,Times Letters Provision special needs help schools,78 days 16:21:58.518526000,set(),set(),set()
928,McLaren star Lando Norris blames Lance Stroll collision Spanish Grand Prix,78 days 16:21:58.518526000,"{Maccabi, Jamie, Overton, Lando, Tel, Somerset, Aviv, Lando, Tom, Norris, Norris, Lace, Lance, Hapoel, Stroll}",{Prix},{Northamptonshire}
929,Real Madrid announce Hazard transfer m Europa League final Chelsea fail prize asset,78 days 16:21:32.518526000,{Chelsea},"{League, Europa, Madrid, Somerset}",set()
930,Royal touch ensures Chelsea Flower tickets demand,78 days 16:21:00.518526000,set(),"{Nike, Chelsea, Flower}",set()
931,Piers Morgan slams Ant McPartlin new John Terry taking Celeb glory Baftas,78 days 16:20:39.518526000,"{Terry, John, James, Piers, Charles}","{McPartlin, Review, Spring, Rite, Ant, Morgan, Sadler}",{Baftas}
932,Sons review,78 days 16:20:33.518526000,"{Vic, Young}",set(),set()
933,Green firm folded trouble Bulgaria,78 days 16:20:07.518526000,set(),set(),{Bulgaria}
934,Persistent parents win vegan school dinners,78 days 16:19:56.518526000,set(),set(),set()
935,Morten Morland Times cartoon,78 days 16:19:40.518526000,set(),"{Morten, Morland, Times, Morten, Morland, Times}",set()
936,Minister sues driver hit,78 days 16:19:37.518526000,set(),set(),"{South, Springvale}"
937,Matty Blair keeps Lee Bowyer tenterhooks,78 days 16:19:33.518526000,"{Bowyer, Dujardin, Blair, Lee, Matty}",set(),set()
938,Protected things love Soul Pantry new eatery Andaz Delhi Aerocity,78 days 16:19:21.518526000,set(),"{Pantry, Stirling, Oktoberfest, KoJa, Soul, Pantry, Andaz, Delhi, Aerocity, Fremont, Aerocity, Soul}",{Delhi}
939,Leo Cullen felt like running brick walls,78 days 16:19:20.518526000,"{Cullen, Leo}",set(),set()
940,politics sport hope,78 days 16:18:41.518526000,{Pitt},"{Labor, Board, Relations}",set()
941,Donald Trump Viktor Orbán praise White House meeting video,78 days 16:18:15.518526000,"{Anna, Lauren, Sorokin, Orbán, Donald, Laverne, Viktor}",set(),set()
942,Homes crisis forcing migrants stay,78 days 16:18:14.518526000,set(),set(),set()
943,Heart disease deaths rise,78 days 16:18:09.518526000,set(),set(),set()
944,Amost half Americans prescription drugs,78 days 16:17:58.518526000,"{Greek, Amost}",set(),set()
945,Festival ban killer elephant lifted protests fans,78 days 16:17:37.518526000,set(),set(),set()
946,Primary school exam stress exacerbated teachers manufacturing anxiety says Ofsted,78 days 16:17:27.518526000,set(),set(),set()
947,DoE denies reports masturbation school curriculum,78 days 16:16:58.518526000,set(),set(),set()
948,Cheap flights Croatia guide including airlines fly direct UK,78 days 16:16:58.518526000,set(),set(),"{UK, Croatia}"
949,Rangers legend Andy Goram allegedly slept porn star string affairs battling booze gambling addictions,78 days 16:16:40.518526000,"{Goram, Andy}",set(),set()
950,Fremont teen identified Hwy crash victim,78 days 16:15:58.518526000,set(),"{Hwy, Fremont, Plano}",set()
951,NZ Fonterra sells Tip ice cream Froneri m,78 days 16:15:58.518526000,set(),set(),set()
952,New York Theater Stalwarts James Nicola Jeffrey Horowitz Set Obie Lifetime Achievement Honors,78 days 16:15:55.518526000,"{Michel, Jean, Horowitz, Warhol, Jeffrey, Andy, Nicola, Keaton, Thomas, James, Diane, Richard, Basquiat}","{Stalwarts, New, Theater, York}",set()
953,Hambantota Welcome Chinese funded billion Port City Colombo Sri Lanka,78 days 16:14:24.518526000,set(),"{Greeley, HOA, Sri, Lanka, City, Colombo, Port}",{Berlin}
954,Hard Times Current Newspapers,78 days 16:13:13.518526000,set(),"{Current, Newspapers, Hard, Times}",set()
955,Reader letter City council votes ought clarified meetings,78 days 16:13:04.518526000,set(),set(),set()
956,Alvarez loses cool delayed proclamation Davao Norte winners,78 days 16:12:58.518526000,"{Koko, Mar, Pimentel, Roxas}",set(),set()
957,Things realise toxic relationship,78 days 16:12:47.518526000,set(),set(),set()
958,Theresa Conservatives slump fifth place European elections poll,78 days 16:12:11.518526000,"{Duterte, Rodrigo, Farage}","{Conservatives, Theresa}",{Philippines}
959,NetLink NBN Trust raises DPU Singapore cents,78 days 16:11:59.518526000,set(),"{NetLink, NBN, Trust, DPU, Lanao, del, NetLink}",{Singapore}
960,Arlington police seeking driver injured bike officer hit run near Stadium,78 days 16:11:58.518526000,set(),set(),set()
961,Trump buildings face millions climate fines new New York rules,78 days 16:11:58.518526000,{RPH},set(),"{York, New}"
962,Police Blotter,78 days 16:11:50.518526000,set(),set(),set()
963,LOOK Leni Robredo votes Naga City,78 days 16:11:27.518526000,"{Leni, Robredo, Leni, Cayetano, Alan, Cynthia, Princesa, Lito, Villar, Robredo, Lapid}",set(),set()
964,BUDWEISER STAGE TURNS Drake OVO Fest CN Tower,78 days 16:11:11.518526000,"{Salt, Willem, Hector, Babenco, Rock, Dafoe}","{Wisconsin, BUDWEISER, Carvana, Green, Bay, Appleton}",set()
965,Letters Editor,78 days 16:10:33.518526000,set(),set(),set()
966,Paul Andersen Veterans inspire law open public lands,78 days 16:10:28.518526000,set(),"{Andersen, Paul, Bridge, Technologies, Harbour, Jumia, MTN, Sydney, Veterans}",set()
967,Ex VP Jejomar Binay attends mass votes early Makati,78 days 16:10:25.518526000,"{Baldo, Binay, Carlwyn, Jejomar}",set(),set()
968,Automakers question plan phase gas vehicles,78 days 16:10:23.518526000,set(),set(),set()
969,PHOTOS Polling precincts open nationwide,78 days 16:10:11.518526000,set(),set(),set()
970,Man allegedly woman headlock failed abduction,78 days 16:09:27.518526000,set(),set(),set()
971,Regulator approves CBA NIC merger condition employees retention,78 days 16:09:13.518526000,set(),{NIC},set()
972,Evil stepmum watch porn threesomes dad age stop turning gay,78 days 16:09:07.518526000,set(),"{School, BRAUN}",set()
973,Rangers doozy problem club deal struggling Rougned Odor Nomar Mazara,78 days 16:08:58.518526000,set(),set(),set()
974,Jack McConnell Tony Blair called traitor devolution referendum masterstroke,78 days 16:08:58.518526000,"{McConnell, Jack, Uhuru, Blair, Ruto, Tony}",set(),{Kenya}
975,Meet Mark Warner nerdy Dem Intelligence Committee,78 days 16:08:40.518526000,set(),"{Rugby, Folau, Israel}",set()
976,Kelley Blue Book teams consumer messaging company speed sales,78 days 16:08:27.518526000,"{Blue, Kelley, Book}",{Microsoft},set()
977,Гид по чаевыем кому как и сколько,78 days 16:08:26.518526000,"{Первый, IBF, Ancajas, Jerwin}",set(),set()
978,Emmerdale fans slam Bafta soap gets mention ceremony snubbed shortlist,78 days 16:08:21.518526000,set(),"{Awards, Bafta, TV}",set()
979,Marketers Need Understanding Connected TV Navigate Upfronts,78 days 16:07:26.518526000,set(),set(),set()
980,Brexit Labour old leader backed second referendum Tom Watson tells Corbyn,78 days 16:07:00.518526000,"{Tom, Watson, Corbyn}",set(),"{VRV, Fernando, San, Brexit}"
981,believe player miss final contact Watford boss Javi Gracia hits decision send Jose Holebas West Ham club set appeal decision hope play FA Cup showpiece,78 days 16:06:59.518526000,"{Watford, Kasper, Gracia, Cup, Javi, FA, Mata, Tejay, Juan, Asgreen, Holebas, Garderen, Jose, van, Ham, West}","{Tour, Utd, California}",set()
982,Edu Manzano casts ballot San Juan,78 days 16:06:19.518526000,"{Ejercito, San, Juan, Edu, Manzano}",set(),"{Juan, San}"
983,Shocking Swimsuit Sure Grab Attention Beach Summer,78 days 16:06:15.518526000,set(),set(),set()
984,Heppell defends smile Fantasia injured,78 days 16:05:58.518526000,"{Heppell, Katy, Perry, Archie, Doria, Cambridge}",set(),set()
985,Bitcoin climbs cryptocurrency rally extends,78 days 16:05:28.518526000,set(),"{Bitcoin, Cryptocurrency, Climbs}",set()
986,Kawhi Leonard sends Raptors Conference Finals lucky roll,78 days 16:05:28.518526000,set(),set(),set()
987,Scottish high street footfall rises stores outperform UK regions,78 days 16:05:21.518526000,set(),"{Ford, Walmart, School, Target, District, Woodstock}","{UK, UK, UK}"
988,BREAK VCM rejects ex VP Binay ballot file complaint Comelec,78 days 16:04:27.518526000,"{Comelec, Binay, Comelec}",set(),set()
989,Trinity Forest Las Colinas easy answer Brooks Koepka Byron Nelson appearance,78 days 16:03:12.518526000,"{Grigg, Lennox, Shaun, Addington}","{Las, Trinity, Koepka, Byron, Colinas, Brooks, Nelson, Forest, Hastings}",set()
990,time Theresa choose resignation date Tories damaged,78 days 16:03:02.518526000,"{Keir, Starmer, Tories, Brexit, Theresa}",set(),set()
991,Discover Preyé Singer Looking Change World Song Time,78 days 16:03:01.518526000,"{Song, Bills, Time}",set(),set()
992,Mental Health Awareness Week UK Londoners deal anxiety common medical condition capital,78 days 16:03:00.518526000,set(),"{Awareness, Week, Mental, Health}",{UK}
993,Slack aims important software company world says CEO,78 days 16:02:04.518526000,set(),"{Group, Limited}",set()
994,Ideas Parent Fourth July,78 days 16:01:52.518526000,set(),"{Lake, Golf, McCall}",set()
995,Hospital fined false imprisonment old woman,78 days 16:00:32.518526000,set(),set(),set()
996,Money starts flow sacked QN workers,78 days 16:00:13.518526000,set(),"{Gree, Nickel, Ventures, QN}",{Queensland}
997,Gardai launch investigation man suffers number stab wounds late night assault Cork city,78 days 15:59:37.518526000,set(),set(),set()
998,Gas giant APA appoints new CEO,78 days 15:59:29.518526000,"{APA, Cotabato}",set(),set()
999,CPO Review Shamray came played conquered,78 days 15:59:24.518526000,set(),"{Maple, Cardinals, Leafs}",{UK}
1000,Boxing news Anthony Joshua opens biggest fear prepares Andy Ruiz clash,78 days 15:57:58.518526000,"{Tyson, Ruiz, Nelson, Spieth, Ella, Jordan, Kane, Doug, Anthony, Tom, Spurs, Andy, Ghim, Joshua, Schwarz}",set(),set()
1001,Doris Day displayed robust wholesomeness films Calamity Jane,78 days 15:57:04.518526000,"{Doris, Danny, Day, Boyle}",set(),set()
1002,Rams Cheetahs Elite Cebu semis,78 days 15:57:00.518526000,set(),"{Cheetahs, Rams, Mikel, Cebu, Elite}",set()
1003,February Student Month Julia Hoffman,78 days 15:56:59.518526000,"{Carter, Kenney, Billy, Mitchell, Ben, Julia, Hoffman, Stanley, Ming, Ho, Xi}",set(),set()
1004,Zillow earnings attract investors stock stays low,78 days 15:56:58.518526000,set(),"{Holdings, Automotive, Zillow}",set()
1005,Overbrook rowhouse fire injured people displaced,78 days 15:56:58.518526000,"{Overbrook, Cronk, Laird, Teheran}",set(),set()
